defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/MP_0020561	abnormal pontine nuclei size	http://purl.obolibrary.org/obo/UBERON_0002151	pontine nuclear group
http://purl.obolibrary.org/obo/MP_0020565	abnormal pontocerebellar fibers size	http://purl.obolibrary.org/obo/UBERON_0022421	pontocerebellar tract
http://purl.obolibrary.org/obo/MP_0020569	abnormal premotor cortex size	http://purl.obolibrary.org/obo/UBERON_0016634	premotor cortex
http://purl.obolibrary.org/obo/MP_0004959	abnormal prostate gland size	http://purl.obolibrary.org/obo/UBERON_0002367	prostate gland
http://purl.obolibrary.org/obo/MP_0004907	abnormal seminal vesicle size	http://purl.obolibrary.org/obo/UBERON_0000998	seminal vesicle
http://purl.obolibrary.org/obo/MP_0006307	abnormal seminiferous tubule size	http://purl.obolibrary.org/obo/UBERON_0001343	seminiferous tubule of testis
http://purl.obolibrary.org/obo/MP_0012005	abnormal septum pellucidum size	http://purl.obolibrary.org/obo/UBERON_0004714	septum pellucidum
http://purl.obolibrary.org/obo/MP_0009458	abnormal skeletal muscle size	http://purl.obolibrary.org/obo/UBERON_0001134	skeletal muscle tissue
http://purl.obolibrary.org/obo/MP_0005222	abnormal somite size	http://purl.obolibrary.org/obo/UBERON_0002329	somite
http://purl.obolibrary.org/obo/MP_0002224	abnormal spleen size	http://purl.obolibrary.org/obo/UBERON_0002106	spleen
http://purl.obolibrary.org/obo/MP_0012097	abnormal spongiotrophoblast size	http://purl.obolibrary.org/obo/UBERON_0004021	spongiotrophoblast layer
http://purl.obolibrary.org/obo/MP_0012280	abnormal sternebra size	http://purl.obolibrary.org/obo/UBERON_0002208	sternebra
http://purl.obolibrary.org/obo/MP_0020553	abnormal stria medullaris size	http://purl.obolibrary.org/obo/UBERON_0006086	stria medullaris
http://purl.obolibrary.org/obo/MP_0020535	abnormal subiculum size	http://purl.obolibrary.org/obo/UBERON_0002191	subiculum
http://purl.obolibrary.org/obo/MP_0020541	abnormal substantia nigra size	http://purl.obolibrary.org/obo/UBERON_0002038	substantia nigra
http://purl.obolibrary.org/obo/MP_0004849	abnormal testis size	http://purl.obolibrary.org/obo/UBERON_0000473	testis
http://purl.obolibrary.org/obo/MP_0020525	abnormal thalamus size	http://purl.obolibrary.org/obo/UBERON_0001897	dorsal plus ventral thalamus
http://purl.obolibrary.org/obo/MP_0002364	abnormal thymus size	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MP_0009225	abnormal uterine cervix size	http://purl.obolibrary.org/obo/UBERON_0000002	uterine cervix
http://purl.obolibrary.org/obo/MP_0004902	abnormal uterus size	http://purl.obolibrary.org/obo/UBERON_0000995	uterus
http://purl.obolibrary.org/obo/MP_0008977	abnormal vagina size	http://purl.obolibrary.org/obo/UBERON_0000996	vagina
http://purl.obolibrary.org/obo/MP_0020557	abnormal ventromedial hypothalamic nucleus size	http://purl.obolibrary.org/obo/UBERON_0001935	ventromedial nucleus of hypothalamus
